Region,ID,Classification,Metro,Address,Facility,Data Center,Contact,Location (Relative to Airport),Colocation Gross SQ FT,Colocation Gross SQ M,Building Type,Parking,Floor Type,Floor Load Capacity,Flood Plain Info,Rating Range,Seismic Design Category,Fire Suppression,Power and Cooling Density,Utility Feeders,UPS Configuration,UPS Redundancy,Standby Power Configuration,Standby Power Redundancy,Cooling Configuration,Cooling Redundancy,Security (Physical),Security (Human),Security (Electronic),Amenities,Products and Services (Colocation ),Products and Services (Interconnection),Products and Services (Services),Products and Services (Packaged Solutions),Certifications,Green By Design,Reliability
Reinforced concrete",Adjacent to building (no charge),Raised,307 psf (14.7 kN/m2),Low,,Very low risk,"HSSD High sensitivity smoke detection system, Novec 1230 gas,  double knock activation",3 kW per Cabinet,"3.2 MVA - dual 10 kV / Circle,  dual 10kV feeds from same substantion",Parallel redundant,N+1,"1 x 1,600 kW + 1 x 704 kW Diesel Generators",N,District Cooling,N+2,"Access control, CCTV, fence",Remotely Managed,"Card Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Crash Carts
Wifi","Private Cage, Secure Cabinet, AC Power Circuits, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001","District cooling, Excess heat recycling",

EMEA,HE4,IBX,Helsinki,"Myllynkivenkuja 4B
01620 Vantaa,  Finland",x,x,+358 (0) 7575 70400  info@eu.equinix.com,"7.76 mi (17.1 km) to Helsinki-Vantaa Airport (HEL), 6.77 mi (10.9 km) to Helsinki - Malmi Airport (HEM)","19,805","1,840","2 Floors
Architectural Formed Metal Panel
Steel Frame",Adjacent to building (no charge),Concrete,1023 psf (49 kN/m2),Low ,,Very low risk,HSSD High sensitivity smoke detection system: Clean Agent FS 49 C2 and Inergen gas: double knock activation,6 kW per Cabinet,"10MVA - dual 20 kV / Circle, dual 20kV feeds from same substantion",Distributed redundant,N+1,2 x 360 kW + 2 x 512 kW + 2 x 800 kW + 4 x 1900 kW Diesel Generators,N+1,Chilled water,N+1,"Man Trap Entry, Access control, CCTV, fence",24/7 On Site Security Officer,"Card Readers, Biometric Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Break room
Showers
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001",,

EMEA,HE5,IBX,Helsinki,"Sahamyllyntie 4B
00560 Helsinki, Finland",x,x,+358 (0) 7575 70400 info@eu.equinix.com,"9.1 mi (14.7 km) to Helsinki-Vantaa Airport (HEL), 2.93 mi (4.72 km) to Helsinki-Malmi Airport (HEM)","8,934",830,"1  Floor 
Architectural Formed Metal Panel
Steel Frame",Adjacent to building (no charge),Raised,286 psf (13.7 kN/m2),Low,,Very low risk,HSSD High sensitivity smoke detection system: Novec 1230 gas: double knock activation,3.5 kW per Cabinet,"3.2 MVA - dual 20 kV / Circle, feeds from same substantion",Parallel redundant,N+1,3 x 800 kW Diesel Generators,N+1,Chilled water,N+1,"Access control, CCTV, fence",Remotely Managed,"Card Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Crash Carts
Wifi","Private Cage, Secure Cabinet, AC Power Circuits, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001",,

EMEA,HE6,IBX,Helsinki,"SinimÃ_entie 12
02630 Espoo, Finland",x,x,+358 (0) 757570400  info@eu.equinix.com,"15.9 mi (26.5 km ) to Helsinki-Vantaa Airport (HEL), 11.6 mi (18.8 km) to Helsinki-Malmi Airport (HEM)","7,965",740,"5 Floors
Precast concrete",Adjacent to building (no charge),Raised,265 psf (12.7 kN/m2),Low,,Very low risk ,HSSD/VESDA High sensitivity smoke detection system; Sprinkler or Inergen gas: double knock activation,2 kW per Cabinet,1 MVA  - dual 20 kV / Circle,Distributed redundant,N+1,3 x 800 kW Diesel Generators,N+1,Chilled Water,N+1,"Man Trap Entry, Access control, CCTV, fence",24/7 On Site Security Officer,"Card Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Break room
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,,,

EMEA,PA5,IBX,Paris,45 avenue Victor Hugo - Building 254 Zone EMGP - rue du Mimosa 93300 Aubervilliers France,x,x,+33 (0) 1 49 97 30 60 info@eu.equinix.com,"15.9 mi (25.6 km) to Charles de Gaulle Airport (CDG), 15.3 mi (24.7 km) to Orly Airport (ORY), 29 mi (47 km) to Paris Gare du Nord Train Station","12,486","1,827","3-story
Architectural Formed Metal Panel over insulated frame wall",Adjacent to building (no charge),Raised,409 psf (1200 kg/m2),,,Low,VESDA High sensitivity smoke detection system: water mist: double knock activation,1.4 kW per m2,3.5 MW - 2.5KW per cabinet,Block redundant,N+1,"1 x 2,500 kW Diesel Generators 
1 x 1,250 kW Diesel Generators",N,"Direct expansion, dry-coolers, and free-cooling",N+1,"Man Trap Entry, Biometric Access Control",Manned 24x7,"RFID badges, Biometric Readers, Fiber Vault, Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001, HDA/HADS, SSAE 16/ISAE 3401 SOCs",100% renewable energy certificates,

EMEA,PA6,IBX,Paris,10 rue Waldeck Rochet Building 520 93300 Aubervilliers France,x,x,+33 (0) 1 49 97 30 60 info@eu.equinix.com,"14.8 mi (23.9 km) to Charles de Gaulle Airport (CDG), 14.02 mi (22.6 km) to Orly Airport (ORY), 3.4 mi (5.5 km) to Paris Gare du Nord Train Station","49,298","4,901","5 story
Concrete, reinfororced concreate",Adjacent to building (no charge),Raised,163 psf (2000 kg/m2),,,Low,VESDA High sensitivity smoke detection system: water mist: double knock activation,3- 12 kW per cabinet,14 MW - 2 from 2 substations,Distributed redundant,2N,"10 x 2,500 kW Diesel Generators",N+1,Chilled water and free-chilling,N+3,"Man Trap Entry, Biometric Access Control",Manned 24x7,"RFID badges, Biometric Readers, Fiber Vault, Biometric Readers (optional), CCTV and Recorders","Breakroom`
Loaner Tools
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001, HDA/HADS,  SSAE 16/ISAE 3401 SOCs",,

EMEA,PA7,IBX,Paris,130-136 Boulevard de Verdun Energy Park. BÃƒÂ¢t 9 92400 Courbevoie France,x,x,+33 (0) 1 49 97 30 60 info@eu.equinix.com,"19.7 mi (31.8 km) to Charles de Gaulle Airport (CDG), 16.77 mi (27 km) to Orly Airport (ORY), 6.5 mi (10.7 km) to Paris Gare du Nord Train Station","21,204","2,877","6 story
Concrete, reinforced concreate",Adjacent to building (no charge),Raised,245 psf (1200 kg/m2),,,Low,VESDA High sensitivity smoke detection system: FM200 gas: double knock activation,2 kW per cabinet,3.2 MW - 2 feeds  from the same substation,Distributed redundant,2N,"3 x 2,000 kW Diesel Generators",N+1,Chilled water,N+2,"Man Trap Entry, Biometric Access Control",Manned 24x7,"RFID badges, Biometric Readers, Fiber Vault, Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001, HDA/HADS,  SSAE 16/ISAE 3401 SOCs",,

EMEA,FR7,IBX,Frankfurt,"Gutleutstrasse 310
60327  Frankfurt/M.Germany",x,x,"+49 (0) 69 900 210
info@eu.equinix.com",7.4 mi (12 km) to Frankfurt Main Airport (FRA),"74,152","6,889","2 floors, Shell: Metal Sandwich Panel, Steel Frame",Adjacent to building (no charge),Raised,102 psf (500 kg/m2),,,Low,VESDA High sensitivity smoke detection system: FM200 gas: double knock activation,2 kW per Cabinet,13 MW - redundant from 1 substation,Distributed Redundant                        Parallel Redundant,,"3 x 1250 kW Diesel Generators 
6 x 1600 kW Diesel Generators",N+1,Chilled water and free-cooling,N+1,Proximity Access Cards,24x7 security officers,"Card Readers, RFID badges, PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",,

EMEA,DB1,IBX,Dublin,Unit 4027 Kingswood Road Citywest Business Campus Dublin 24 Ireland,,x,+353 (0)1 461 1200    info@eu.equnix.com,14.8 mi (23.9 km) to Dublin Airport (DUB),"11,136","1,034","2 Floors, Prefabricated Metal Sandwich Panel & Steel Frame",Adjacent to building (no charge),Raised,204 psf (9.8 kN/m2),,,Low,VESDA High sensitivity smoke detection system.Fogtec Hi-Mist. Visual & audio fire alarms. Double knock activation,1 - 4 kW per Cabinet,1 x 5MVA,Block Redundant,N+1,"2 x 1.5 MVA Generators 
3 x 2.2MVA Generators",N+1,Chilled water (Air Cooled Chillers),N+1 ,Non-segregated Security Access Area & Proximity Access Cards,24x7 security officers,"Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Shower
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,DB2,IBX,Dublin,"Unit 7, Kilcarbery Park, New Nangor Road, Dublin, 22 Ireland",,x,+353 (0)1 461 1200                          info@eu. equinix.com,14.9 mi (24.9 km) to Dublin Airport (DUB),"21,132","1,963","2 Floors, Prefabricated Metal Sandwich Panel & Steel Frame",Adjacent to building (no charge),Raised,204 psf (9.8 kN/m2),,,Low,"VESDA , inergen inert gas fire suppression, High sensitivity smoke detection system. Visual & audio fire alarms, Double knock activation",2 - 9 kW per Cabinet,1 x 3.4MVA,Parallel Redundant,N+1,3 x 2MVA Generators,N+1,Chilled water and free-cooling (Air Cooled Chillers),N+1,"Man Trap Entry, Biometric with hand geometry & PIN code",8am - 5pm  security officers,"Card Readers, Biometric Readers, CCTV and Recorders, Motion Detection","Breakroom
Shower
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,DB3,IBX,Dublin,Unit 2 Northwest Business Park Ballycoolin Dublin 15 Ireland,,x,+353 (0)1 461 1200                                   info @eu.equinix.com,6.6 mi (10.7 km) to Dublin Airport (DUB),"62,258","5,784","3 Floors, Architectural Formed Metal Panel & Steel Frame",Adjacent to building (no charge),Raised,204 psf (9.8 kN/m2),,,Low,"VESDA , inergen inert gas fire suppression, High sensitivity smoke detection system. Visual & audio fire alarms, Double knock fire activation",2 - 9 kW per Cabinet,2 x 10MVA,2N on the Static UPS and Distributed Redundant on the Rotary DRUPS,2N on Static UPS & N+1 on DRUPS,4 x 2.2 MVA Generators                                  4 x 2MVA DRUPS (another 1 x DRUPS planned to be installed as load requires),N+1,Chilled water and free-cooling (Water Cooled Chillers & HCT),N+1 (Chillers) N+4 (CRAHS) N+1 (HCT),"Non-segregated Security Access Area, Biometric with hand geometry & PIN code",24x7 security officers,"Card Readers, Biometric Readers, CCTV and Recorders, Motion Detection","Breakroom
Shower
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,DB4,IBX,Dublin,Unit 14 Northwest Business Park Ballycoolin Dublin 15 Ireland,,x,+353 (0)1 461 1200     info@eu.equinix.com,9.6 mi (15.5 km) to Dublin Airport (DUB),"36,166","3,360","2 Floors, Architectural Formed Metal Panel & Steel Frame",Adjacent to building (no charge),Raised,204 psf (9.8 kN/m2),,,Low,"VESDA, Argonite inert gas fire suppression, High sensitivity smoke detection system. Visual & audio fire alarms, Double knock fire activation",2 - 9 kW per Cabinet,2 x 6MVA,Distributed Redundant,N+1,4 x 2.2 MVA Generators (MV),N+1,Chilled water and free-cooling (Air Cooled Chillers & HCT),N+1 (Chillers) N+3 (CRAHS) N+1 (HCT),"Segregated Security Access Area, Biometric with hand geometry & PIN code",24x7 security officers,"Card Readers, Biometric Readers, CCTV and Recorders, Motion Detection","Breakroom
Shower
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,ML2,IBX,Milan,"Via Savona 125
20144 - Milano (MI) - Italy",x,x,+39 02 4898000 info@eu.equinix.com,"10.5 mi (17 km) to Linate Airport (IATA), 31.06 mi (50 km) to Malpensa Airport (MXP)","18,750","1,742","1 Floor
Concrete structure",Very limited adjacent to building (no charge),Raised,204 psf (1000 kg/m2),,,Low,"VESDA High sensitivity smoke detection system. Visual & audio fire alarms, Double knock fire activation for all rooms. FM200 fire suppression for DC1&2 - Argonite for DC3",1.0 to 7.0 kW per Cabinet,1 x 3MVA,Parallel Redundant                                       2N,N+1; 2N,2 x 1760 kVA (ESP),N+1,Direct Expansion (DX),N+8,"Man Trap Entry, Proximity access card + pin",24x7 security officers,"Card Readers, Fiber Vault, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Crash Carts
Wifi","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",,

EMEA,ML3,IBX,Milan,"Via Francesco Sforza, 13 
20080 - Basiglio (MI) - Italy",x,x,+39 02 36679500 info@eu.equinix.com,"16.7 mi (26.9 km) to Linate Airport (IATA),  39.1 mi (63 km) to Malpensa Airport (MXP)","22,625","2,102","4 Floors
Concrete structure.",Adjacent to building (no charge),Raised,409 psf (2000 kg/m2),,,Low,"VESDA High sensitivity smoke detection system. Visual & audio fire alarms, Double knock fire activation. Argonite fire suppression.",1 to 7 kW per Cabinet,1 x 3 MVA,2N,2N,2 x 1900 kVA Diesel Generators,N+1,Chilled water,N+1,"Man Trap Entry, Proximity access card + pin",24x7 security officers,"Card Readers, Fiber Vault, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Crash Carts
Wifi","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",,

EMEA,ML4,IBX,Milan,"Via Privata Cascia 5
20128 - Milan (MI) - Italy",x,x,+39 02 489 8041 info@eu.equinix.com,"27.7 mi (44.7 km) to Linate Airport (IATA), 37.2 mi (60 km) to Malpensa Airport (MXP)","25,768","2,394","1 Floors
Concrete structure.",Very limited adjacent to building (no charge),Raised,204 psf (1000 kg/m2),,,Low,"VESDA High sensitivity smoke detection system. Visual & audio fire alarms, Double knock fire activation. Argonite fire suppression.",1 to 7 kW per Cabinet,1 x 1.8MVA,Parallel Redundant,N+1,3 x 1400 kVA Diesel Generators,N+1,Chilled water,N+1,"Man Trap Entry, Proximity access card + pin",24x7 security officers,"Card Readers, Fiber Vault, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection",Breakroom,"Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office, Antenna",,"Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",,

EMEA,WA1,IBX,Warsaw,"Aleje Jerozolimskie 65/79, 00-697 Warsaw, Poland",x,x,"+48 22 427 39 97
info@eu.equinix.com",4.6 mi (7.5 km) to Warsaw Chopin Airport (WAW),"9,978",927,"42-story, steel skyscraper construction",Adjacent to building,Raised,102 psf (500 kg/m2),Outside of 100 years flood area,,Low,"VESDA, DC1: Water (double knock sprinklers), DC2: Water (double knock sprinklers) and FM200 DC3: FM200",3 kW per Cabinet,"Floor -1: 2 x 1.1 MVA,
Floor +1: 2 x 0.43 MVA,
Floor +3: 2 x 1.54 MVA",Static & Battery,2N,"2 x 520 kW
1 x 240 kW
2 x 720 kW Generators",N,DX with Dry coolers,N,"Man Trap Entry, Proximity access card + pin",24x7 security officers,"Card Readers, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders",,"Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,ISO 9001,,

EMEA,WA2,IBX,Warsaw,"Poleczki 23 street, Warsaw",x,x,"+48 22 427 39 97
info@eu.equinix.com",5.2 mi (8.5 km) to Warsaw Chopin Airport (WAW),1/1/69,313,"1 foor, Frame construction inside steel hall",Adjacent to building,Raised,2500 kg/m2 (512 psf),Outside of 100 years flood area,,Low,FM200,3 kW per Cabinet,1 x 690 kVA,Static & Battery,2N,1 x 880 kW Generators,N,DX with Dry coolers,N+1,Proximity access card + pin,24x7 security officers,"Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,ISO 9001,,

EMEA,SK1,IBX,Stockholm,MariehÃ_llsvÃ_gen 36 Box 20165S-161 02  Stockholm Sweden,x,x,+46 (0) 8 799 3800 info@eu.equinix.com,22.8 mi (36.7 km) to Stockholm Arlanda Airport (ARN),"38,254","3,554","1 floor 
Frame construction inside steel hall",Adjacent to building (no charge),Raised,122 4kg/m2 (250 psf),,,Low,"FM200, Double knock fire suppression activation",1.5 kW per Cabinet,2 x 11 kW incoming feeds,Parallel redundant,N+1,"3 x 1,760kW Generators                                 3 x 720 kW Generators",N+1,Chilled water,N+1,"Segregated Security Access area, Proximity access card + Pin",24x7 security officers,"Card Readers, Biometric Readers, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"PCI-DSS, OHSAS 18001, ISO 14001",,

EMEA,SK2,IBX,Stockholm,KvastvÃ_gen 25-29128 62   SkÃ_ndal Stockholm Sweden,x,x,+46 (0) 8 799 3800 info@eu.equinix.com,32.6 mi (52.5 km) to Stockholm Arlanda Airport (ARN),"67,704","6,290","1 Floor
Concrete steel frames",Adjacent to building (no charge),Raised,1530 kg/m2 (313 psf),,,Low,VESDA High sensitivity smoke detection system. Marioff Hi-Fog water mist. Double knock activation.,3 kW per Cabinet,3 x 11 kW incoming feeds,2N; Parallel redundant,2N; 2(N+1); N+1,"4 x 2000 kW 
6 x 1818 kW Generators",2N/N+1,Chilled water,N+1,"Man Trap Entry, Proximity access card + PIN",24x7 security officers,"Card Readers, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"PCI-DSS, OHSAS 18001, ISO 14001",,

EMEA,SK3,IBX,Stockholm,FinspÃ_ngsgatan 48163 53  SpÃ_nga Sweden,x,x,+46 (0) 8 799 3800 info@eu.equinix.com,22.9 mi (37 km) to Stockholm Arlanda Airport (ARN),"37,856","3,517","2 Floors
concrete steel frames",Adjacent to building (no charge),Raised,1224 kg/m2 (250 psf),,,Low,VESDA High sensitivity smoke detection system.  Marioff Hi-Fog water mist. Smoke detection/heat detection: Double knock activation.,1.5 kW per Cabinet,2 x 11 kW incoming feeds,2N,2N,"2 x 1600 kW 
1 x 1818 kW Generators",N+1,Chilled water,N+1,"Man Trap Entry, Proximity access card + PIN",24x7 security officers,"Card Readers, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,PCI-DSS,,

EMEA,AM5,IBX,Amsterdam,Schepenbergweg 42 1105 AT Amsterdam The Netherlands,x,x,+31 (0) 20 592 8202   info@eu.equinix.com,11.6 mi (18.7 km) to Amsterdam Schiphol Airport (AMS),"64,583","6,000","2 Floors
Concrete steel frames",Adjacent to building (no charge),Raised,2000 kg/m2 (409 psf),,,Low,"VESDA  HI-FOG water mist fire suppression, Double knock fire activation",3.0 - 15.0 1.5 kW,2 x 15 MVA,,N+1,"8 x 2410 kVA
2 x 2410 kVA",N+1,Chilled water + ATES,N+2,"Man Trap Entry, Single entry point, CCTV surveillance, Proximity Access Card, BMS Perimeter intruder alarm, Perimiter fence",24x7 security officers,"Card Readers, Biometric Readers, CCTV and Recorders",,"Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart HandsÃ¢â€_Â¢, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001, SSAE 16/ISAE 3402 SOC-1 Type II",,

EMEA,AM6,IBX,Amsterdam,Amstel Business Park Campus Duivendrechtsekade 80A 1096 AH Amsterdam The Netherlands,x,x,+31 (0) 20 592 8280  info@eu.equinix.com,9.7 mi (15.7 km) to Amsterdam Schiphol Airport (AMS),"64,583","6,000","2 Floors
Steel frame with in situ concrete slabs",Adjacent to building (no charge),Raised,2000 kg/m2 (409 psf),,,Low,"VESDA  HI-FOG water mist fire suppression, Double knock fire activation",3.0 - 22.0 kVA per Cabinet,2 x 15 MVA,,2x(N+1),2 x 2452 kVA Generators,N+1,Chilled water + ATES,N+2,"Man Trap Entry, Single entry point, CCTV surveillance, Proximity Access Card, BMS Perimeter intruder alarm, Perimiter fence",24x7 security officers,"Card Readers, Biometric Readers, CCTV and Recorders",,"Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Equinix Connect, Cross Connects","Smart HandsÃ¢â€_Â¢, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 5001, ISO 14001, SSAE 16/ISAE 3402 SOC-1 Type II",,

EMEA,AM7,IBX,Amsterdam,"Kuiperbergweg 13, 1101AE Amsterdam The Netherlands",x,x,+31 (0) 20 564 0821  info@eu.equinix.com,12.3 mi (19.8 km) to Amsterdam Schiphol Airport (AMS),"36,597","3,400","2 Floors
Steel frame with in situ concrete slabs",Adjacent to building (no charge),Raised,220 kg/m2 (45 psf) first floor; 320 kg /m2 (65 psf) ground floor,,,Low,"VESDA HI-FOG water mist fire suppression, Double knock fire activation",3 kVA per Cabinet,3 x 2 MVA,,N+1,"2 x 1504 kW Generators 
1 x 1564 kW Generator 
1 x 2000 kW Mobile Generator",N+1,Chilled water and free cooling,N+1,"Single entry point, CCTV surveillance, Proximity Access Card, BMS Perimeter intruder alarm",24x7 security officers,"Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart HandsÃ¢â€_Â¢, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001,ISO 50001, ISO 14001, SSAE 16/ISAE 3402 SOC-1 Type II",,

EMEA,AM8,IBX,Amsterdam,"Gyroscoopweg 2E-F, 1042AM Amsterdam The Netherlands",x,x,+31 (0) 20 480 4444   info@eu.equinix.com,9.8 mi (15.8 km) to Amsterdam Schiphol Airport (AMS),"36,597","3,400","3 Floors, Steel frame with in situ concrete slabs",Adjacent to building (no charge),Raised,375 kg/m2 (76 psf),,,Low,"VESDA HI-FOG water mist fire suppression, Double knock fire activation",1.5 kVA per Cabinet,"2 x 3.5 MVA                                                        1 x 3,5 MVA",,N+1,"4 x 1,600 kVA Diesel Generators",N+1,Chilled water and free cooling,2N,"Single entry point, CCTV surveillance, Proximity Access Card, BMS Perimeter intruder alarm",24x7 security officers,"Card Readers, CCTV and Recorders",,"Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart HandsÃ¢â€_Â¢, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001, SSAE 16/ISAE 3402 SOC-1 Type II ",,

EMEA,IS1,IBX,Istanbul,"OtakÃ§Ä±lar Cad. No: 78, Kat:4, Flat Ofis  EyÃ_p Istanbul Turkey",x,x,"+90 212 437 8787
info@equinix.com",8.8 mi (14.3 km) to Istanbul AtatÃƒÂ_rk Airport (IST),"4,832",449,"4 Floors, concrete, multi-tenant",Adjacent to building (no charge),Raised,500 kg/m2 (102 psf),,,Medium,"VESDA; HI-FOG water mist fire suppression, Double knock fire activation",2.5 kW per Cabinet,1 x 2 MVA,,N+1,2 x 880 kW Generators,"DC4: N+1,
DC2: N+1",DX,N+1,"Single entry point, CCTV surveillance, Proximity Access Card",24x7 security,"Card Readers, PIN + Card Readers, CCTV and Recorders",,"Private Cage, Secure Cabinet, AC Power Circuits","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, ISO 9001",,

EMEA,LD8,IBX,London,6/7/8/9 Harbour Exchange Square London E14 9GE United Kingdom,x,x,+44 (0)20 7531 8750  info@eu.equinix.com,"4 mi (6.4 km) to London City Airport (LCY), 34.2 mi (55 km) to Stanstead Airport (STN), 63.4 mi (101 km) to Heathrow Airport (LHR), 46.6 mi (74.9 km) to London Gatwick Airport (LGW)","HEX 6/7: 67,812; HEX 8/9: 69,631","HEX 6/7: 6,300; HEX 8/9: 6,469",Steel frame building Concrete slab. HEX 6/7 - 10 Floors Building; HEX8/9 - 8 Floors Building,Campus Parking (no charge),Raised,HEX 6/7 - 102 psf (500 kg/m2); HEX 8/9 - 92 psf (450 kg/m2),Low,,Low,"HEX 6/7 High Sensitivity Smoke Detection , Hi Fog system,double knock activation, FM 200; 
